Evaluation1,Evaluation2,Assessement1,Evaluation3,FinalAssessement
4.06,5.06,6.04,6.06,6.83
5.64,6.64,7.23,7.64,7.62
3.89,4.89,5.91,5.89,6.74
5.66,6.66,7.24,7.66,7.63
0.31,1.31,3.23,2.31,4.95
7.36,8.36,8.52,9.36,8.48
9.86,10,10,10,9.73
9.92,10,10,10,9.76
7.24,8.24,8.43,9.24,8.42
4.57,5.57,6.43,6.57,7.09
7.84,8.84,8.88,9.84,8.72
9.05,10,9.79,10,9.32
5.79,6.79,7.34,7.79,7.69
7.14,8.14,8.35,9.14,8.37
6.25,7.25,7.69,8.25,7.93
5.33,6.33,7,7.33,7.47
4.86,5.86,6.64,6.86,7.23
9.98,10,10,10,9.79
4.5,5.5,6.37,6.5,7.05
4.73,5.73,6.55,6.73,7.17
7.12,8.12,8.34,9.12,8.36
7.44,8.44,8.58,9.44,8.52
2.85,3.85,5.13,4.85,6.22
9.17,10,9.88,10,9.39
6.67,7.67,8,8.67,8.13
8.11,9.11,9.09,10,8.86
8.51,9.51,9.38,10,9.05
7.17,8.17,8.38,9.17,8.39
10,10,10,10,9.97
5.89,6.89,7.42,7.89,7.74
4.9,5.9,6.67,6.9,7.25
9.73,10,10,10,9.66
1.93,2.93,4.45,3.93,5.77
6.64,7.64,7.98,8.64,8.12
4.91,5.91,6.68,6.91,7.26
7.43,8.43,8.57,9.43,8.51
7.4,8.4,8.55,9.4,8.5
6.43,7.43,7.82,8.43,8.01
8.55,9.55,9.41,10,9.07
8.98,9.98,9.73,10,9.29
5.62,6.62,7.21,7.62,7.61
7.49,8.49,8.62,9.49,8.55
3.24,4.24,5.43,5.24,6.42
9.2,10,9.9,10,9.4
5.87,6.87,7.4,7.87,7.73
6.47,7.47,7.85,8.47,8.03
4.92,5.92,6.69,6.92,7.26
4.53,5.53,6.4,6.53,7.07
8.01,9.01,9.01,10,8.81
1.53,2.53,4.15,3.53,5.57
4.14,5.14,6.11,6.14,6.87
6.42,7.42,7.81,8.42,8.01
2.77,3.77,5.08,4.77,6.18
9.63,10,10,10,9.62
10,10,10,10,10
7.61,8.61,8.71,9.61,8.61
4.32,5.32,6.24,6.32,6.96
4.95,5.95,6.71,6.95,7.27
1.4,2.4,4.05,3.4,5.5
8.31,9.31,9.23,10,8.95
7.96,8.96,8.97,9.96,8.78
4.53,5.53,6.4,6.53,7.07
8.12,9.12,9.09,10,8.86
7.95,8.95,8.96,9.95,8.77
6.62,7.62,7.96,8.62,8.11
5.57,6.57,7.18,7.57,7.59
6.43,7.43,7.82,8.43,8.02
4.15,5.15,6.12,6.15,6.88
7.34,8.34,8.5,9.34,8.47
7.24,8.24,8.43,9.24,8.42
6.15,7.15,7.61,8.15,7.88
6.06,7.06,7.54,8.06,7.83
5.56,6.56,7.17,7.56,7.58
4.22,5.22,6.16,6.22,6.91
3.87,4.87,5.9,5.87,6.74
8.21,9.21,9.16,10,8.91
5.37,6.37,7.03,7.37,7.49
9.08,10,9.81,10,9.34
3.63,4.63,5.72,5.63,6.62
6.09,7.09,7.57,8.09,7.85
7.09,8.09,8.32,9.09,8.35
6.36,7.36,7.77,8.36,7.98
4.4,5.4,6.3,6.4,7
3.19,4.19,5.39,5.19,6.39
2.14,3.14,4.6,4.14,5.87
3.21,4.21,5.41,5.21,6.41
6.32,7.32,7.74,8.32,7.96
5.51,6.51,7.13,7.51,7.55
3.72,4.72,5.79,5.72,6.66
4.04,5.04,6.03,6.04,6.82
7.85,8.85,8.89,9.85,8.72
5.07,6.07,6.8,7.07,7.34
5.47,6.47,7.1,7.47,7.53
7.84,8.84,8.88,9.84,8.72
5.03,6.03,6.78,7.03,7.32
3.03,4.03,5.27,5.03,6.31
6.38,7.38,7.79,8.38,7.99
4.31,5.31,6.23,6.31,6.95
1.3,2.3,3.97,3.3,5.45
8,9,9,10,8.8
8.75,9.75,9.56,10,9.17
5.17,6.17,6.88,7.17,7.39
5.62,6.62,7.22,7.62,7.61
5.38,6.38,7.04,7.38,7.49
5.38,6.38,7.04,7.38,7.49
4.22,5.22,6.16,6.22,6.91
5.27,6.27,6.95,7.27,7.43
7.57,8.57,8.68,9.57,8.59
2.37,3.37,4.78,4.37,5.99
7.06,8.06,8.29,9.06,8.33
2.16,3.16,4.62,4.16,5.88
3.31,4.31,5.48,5.31,6.45
6.6,7.6,7.95,8.6,8.1
7.65,8.65,8.74,9.65,8.63
8.44,9.44,9.33,10,9.02
6.51,7.51,7.88,8.51,8.06
4.99,5.99,6.74,6.99,7.29
10,10,10,10,10
6.41,7.41,7.81,8.41,8
2.92,3.92,5.19,4.92,6.26
5.11,6.11,6.83,7.11,7.35
4.81,5.81,6.61,6.81,7.21
3.07,4.07,5.3,5.07,6.34
4.44,5.44,6.33,6.44,7.02
8.18,9.18,9.14,10,8.89
6.88,7.88,8.16,8.88,8.24
9.07,10,9.8,10,9.33
7.01,8.01,8.26,9.01,8.31
4.88,5.88,6.66,6.88,7.24
9.14,10,9.86,10,9.37
6.43,7.43,7.82,8.43,8.01
9.08,10,9.81,10,9.34
3.94,4.94,5.95,5.94,6.77
6.78,7.78,8.08,8.78,8.19
5.11,6.11,6.83,7.11,7.35
3.61,4.61,5.71,5.61,6.61
7.6,8.6,8.7,9.6,8.6
3.61,4.61,5.71,5.61,6.61
7.38,8.38,8.54,9.38,8.49
5.39,6.39,7.04,7.39,7.5
2.45,3.45,4.84,4.45,6.02
5.04,6.04,6.78,7.04,7.32
4.95,5.95,6.71,6.95,7.27
4.6,5.6,6.45,6.6,7.1
6.25,7.25,7.69,8.25,7.92
5.9,6.9,7.43,7.9,7.75
6.72,7.72,8.04,8.72,8.16
9.34,10,10,10,9.47
6.91,7.91,8.18,8.91,8.26
6.27,7.27,7.7,8.27,7.94
4.32,5.32,6.24,6.32,6.96
6.52,7.52,7.89,8.52,8.06
5.84,6.84,7.38,7.84,7.72
6.6,7.6,7.95,8.6,8.1
5.46,6.46,7.1,7.46,7.53
7.36,8.36,8.52,9.36,8.48
7.08,8.08,8.31,9.08,8.34
7.51,8.51,8.63,9.51,8.56
3.76,4.76,5.82,5.76,6.68
5.32,6.32,6.99,7.32,7.46
2.09,3.09,4.57,4.09,5.84
8.57,9.57,9.43,10,9.09
5.14,6.14,6.85,7.14,7.37
3.83,4.83,5.87,5.83,6.72
5.53,6.53,7.15,7.53,7.56
6.78,7.78,8.09,8.78,8.19
5.38,6.38,7.03,7.38,7.49
3.13,4.13,5.34,5.13,6.36
6.89,7.89,8.17,8.89,8.24
5.13,6.13,6.85,7.13,7.36
9.29,10,9.97,10,9.44
3.96,4.96,5.97,5.96,6.78
5.08,6.08,6.81,7.08,7.34
5.29,6.29,6.97,7.29,7.44
6.33,7.33,7.75,8.33,7.97
5.67,6.67,7.25,7.67,7.64
6.51,7.51,7.88,8.51,8.05
7.65,8.65,8.73,9.65,8.62
2.34,3.34,4.75,4.34,5.97
7.93,8.93,8.95,9.93,8.77
6.25,7.25,7.69,8.25,7.92
10,10,10,10,9.98
7.65,8.65,8.74,9.65,8.62
5.58,6.58,7.19,7.58,7.59
9.55,10,10,10,9.58
3.06,4.06,5.29,5.06,6.33
7.42,8.42,8.56,9.42,8.51
6.1,7.1,7.57,8.1,7.85
4.93,5.93,6.7,6.93,7.26
6.57,7.57,7.92,8.57,8.08
7.17,8.17,8.38,9.17,8.39
7.01,8.01,8.26,9.01,8.31
6.04,7.04,7.53,8.04,7.82
6.67,7.67,8,8.67,8.13
4.58,5.58,6.44,6.58,7.09
6.06,7.06,7.55,8.06,7.83
6.85,7.85,8.14,8.85,8.23
4.73,5.73,6.55,6.73,7.17
7.68,8.68,8.76,9.68,8.64
7.75,8.75,8.81,9.75,8.67
8.15,9.15,9.11,10,8.87
4.93,5.93,6.7,6.93,7.27
7.18,8.18,8.38,9.18,8.39
7.81,8.81,8.86,9.81,8.71
7.5,8.5,8.63,9.5,8.55
8.61,9.61,9.46,10,9.1
3.64,4.64,5.73,5.64,6.62
5.28,6.28,6.96,7.28,7.44
6.35,7.35,7.76,8.35,7.98
6.4,7.4,7.8,8.4,8
4.3,5.3,6.22,6.3,6.95
7.85,8.85,8.89,9.85,8.73
4.03,5.03,6.02,6.03,6.81
7.93,8.93,8.95,9.93,8.76
8.57,9.57,9.43,10,9.08
4.48,5.48,6.36,6.48,7.04
5.5,6.5,7.13,7.5,7.55
7.29,8.29,8.47,9.29,8.45
2.68,3.68,5.01,4.68,6.14
5.99,6.99,7.49,7.99,7.79
5.19,6.19,6.89,7.19,7.4
4.23,5.23,6.17,6.23,6.92
8.74,9.74,9.56,10,9.17
3.7,4.7,5.78,5.7,6.65
6.89,7.89,8.17,8.89,8.25
1.26,2.26,3.94,3.26,5.43
5.84,6.84,7.38,7.84,7.72
2.87,3.87,5.15,4.87,6.24
5.31,6.31,6.98,7.31,7.45
9.87,10,10,10,9.74
6.39,7.39,7.79,8.39,8
5.31,6.31,6.98,7.31,7.46
6.12,7.12,7.59,8.12,7.86
8.09,9.09,9.07,10,8.85
5.86,6.86,7.4,7.86,7.73
6.58,7.58,7.93,8.58,8.09
5.54,6.54,7.16,7.54,7.57
4.31,5.31,6.24,6.31,6.96
2.62,3.62,4.97,4.62,6.11
8.57,9.57,9.43,10,9.09
4.77,5.77,6.58,6.77,7.18
6.82,7.82,8.11,8.82,8.21
5.63,6.63,7.22,7.63,7.61
9.64,10,10,10,9.62
6.05,7.05,7.54,8.05,7.83
5.88,6.88,7.41,7.88,7.74
5.32,6.32,6.99,7.32,7.46
4.08,5.08,6.06,6.08,6.84
6.44,7.44,7.83,8.44,8.02
0.86,1.86,3.64,2.86,5.23
4.65,5.65,6.49,6.65,7.12
10,10,10,10,10
7.01,8.01,8.26,9.01,8.31
6.98,7.98,8.24,8.98,8.29
5.68,6.68,7.26,7.68,7.64
4.75,5.75,6.56,6.75,7.18
0.58,1.58,3.44,2.58,5.09
7.26,8.26,8.45,9.26,8.43
1.8,2.8,4.35,3.8,5.7
8.92,9.92,9.69,10,9.26
3.56,4.56,5.67,5.56,6.58
9.22,10,9.92,10,9.41
7.53,8.53,8.65,9.53,8.57
6.22,7.22,7.66,8.22,7.91
6.97,7.97,8.23,8.97,8.28
4.65,5.65,6.49,6.65,7.12
7.48,8.48,8.61,9.48,8.54
4.54,5.54,6.41,6.54,7.07
8.23,9.23,9.17,10,8.91
8.84,9.84,9.63,10,9.22
5.62,6.62,7.21,7.62,7.61
6.37,7.37,7.78,8.37,7.98
3.77,4.77,5.82,5.77,6.68
6.29,7.29,7.72,8.29,7.94
3.11,4.11,5.33,5.11,6.35
6.6,7.6,7.95,8.6,8.1
3.82,4.82,5.87,5.82,6.71
7.14,8.14,8.35,9.14,8.37
4.8,5.8,6.6,6.8,7.2
5.24,6.24,6.93,7.24,7.42
4.7,5.7,6.53,6.7,7.15
4.93,5.93,6.7,6.93,7.27
2.58,3.58,4.93,4.58,6.09
6.12,7.12,7.59,8.12,7.86
3.24,4.24,5.43,5.24,6.42
4.9,5.9,6.67,6.9,7.25
6.3,7.3,7.73,8.3,7.95
4.7,5.7,6.53,6.7,7.15
3.07,4.07,5.3,5.07,6.33
5.2,6.2,6.9,7.2,7.4
10,10,10,10,10
4.3,5.3,6.22,6.3,6.95
5.51,6.51,7.13,7.51,7.56
7.36,8.36,8.52,9.36,8.48
8.93,9.93,9.69,10,9.26
5.67,6.67,7.26,7.67,7.64
4.93,5.93,6.7,6.93,7.27
5.86,6.86,7.4,7.86,7.73
4.81,5.81,6.61,6.81,7.21
4.62,5.62,6.47,6.62,7.11
9.29,10,9.97,10,9.44
4.07,5.07,6.05,6.07,6.84
6.04,7.04,7.53,8.04,7.82
10,10,10,10,10
4.89,5.89,6.67,6.89,7.25
2.25,3.25,4.69,4.25,5.93
8.5,9.5,9.37,10,9.05
3.37,4.37,5.53,5.37,6.48
6.08,7.08,7.56,8.08,7.84
3.8,4.8,5.85,5.8,6.7
7.02,8.02,8.26,9.02,8.31
4.08,5.08,6.06,6.08,6.84
7.54,8.54,8.65,9.54,8.57
1.08,2.08,3.81,3.08,5.34
4.43,5.43,6.32,6.43,7.01
8.47,9.47,9.35,10,9.04
6.26,7.26,7.69,8.26,7.93
6.95,7.95,8.21,8.95,8.28
7.56,8.56,8.67,9.56,8.58
6.38,7.38,7.79,8.38,7.99
6.03,7.03,7.52,8.03,7.82
2.89,3.89,5.17,4.89,6.24
9.09,10,9.82,10,9.34
2.81,3.81,5.11,4.81,6.21
6.26,7.26,7.7,8.26,7.93
5.35,6.35,7.01,7.35,7.48
7.27,8.27,8.45,9.27,8.43
5.39,6.39,7.04,7.39,7.49
4,5,6,6,6.8
4.58,5.58,6.44,6.58,7.09
3.36,4.36,5.52,5.36,6.48
2.55,3.55,4.92,4.55,6.08
0.52,1.52,3.39,2.52,5.06
6.22,7.22,7.66,8.22,7.91
9.08,10,9.81,10,9.34
4.89,5.89,6.67,6.89,7.24
3.21,4.21,5.41,5.21,6.4
7.78,8.78,8.83,9.78,8.69
6.46,7.46,7.84,8.46,8.03
4.79,5.79,6.59,6.79,7.19
8.87,9.87,9.65,10,9.24
6.18,7.18,7.63,8.18,7.89
8.21,9.21,9.15,10,8.9
6.29,7.29,7.72,8.29,7.94
7.85,8.85,8.89,9.85,8.72
4.39,5.39,6.29,6.39,6.99
5.36,6.36,7.02,7.36,7.48
3.39,4.39,5.54,5.39,6.49
6.34,7.34,7.75,8.34,7.97
7.22,8.22,8.41,9.22,8.41
6.32,7.32,7.74,8.32,7.96
6.75,7.75,8.06,8.75,8.18
7.32,8.32,8.49,9.32,8.46
7.85,8.85,8.89,9.85,8.73
7.64,8.64,8.73,9.64,8.62
6.27,7.27,7.71,8.27,7.94
3.31,4.31,5.48,5.31,6.45
4.76,5.76,6.57,6.76,7.18
4.53,5.53,6.4,6.53,7.07
9.19,10,9.9,10,9.4
6.19,7.19,7.64,8.19,7.9
4.41,5.41,6.3,6.41,7
2.88,3.88,5.16,4.88,6.24
7.31,8.31,8.48,9.31,8.45
3.52,4.52,5.64,5.52,6.56
4.62,5.62,6.47,6.62,7.11
4.16,5.16,6.12,6.16,6.88
3.81,4.81,5.86,5.81,6.7
4.24,5.24,6.18,6.24,6.92
8.03,9.03,9.02,10,8.81
0.74,1.74,3.56,2.74,5.17
6.07,7.07,7.55,8.07,7.83
4.01,5.01,6,6.01,6.8
7.55,8.55,8.66,9.55,8.57
5.87,6.87,7.4,7.87,7.74
7.42,8.42,8.57,9.42,8.51
9.16,10,9.87,10,9.38
8.1,9.1,9.07,10,8.85
8.73,9.73,9.55,10,9.17
5.56,6.56,7.17,7.56,7.58
9.24,10,9.93,10,9.42
6.98,7.98,8.24,8.98,8.29
8.57,9.57,9.43,10,9.09
6.84,7.84,8.13,8.84,8.22
6.39,7.39,7.79,8.39,7.99
8.96,9.96,9.72,10,9.28
6.59,7.59,7.94,8.59,8.1
0.78,1.78,3.58,2.78,5.19
4.26,5.26,6.2,6.26,6.93
3.92,4.92,5.94,5.92,6.76
4.4,5.4,6.3,6.4,7
4.62,5.62,6.46,6.62,7.11
8.24,9.24,9.18,10,8.92
2.42,3.42,4.82,4.42,6.01
8.92,9.92,9.69,10,9.26
8.53,9.53,9.4,10,9.06
10,10,10,10,9.94
5.18,6.18,6.88,7.18,7.39
4.77,5.77,6.57,6.77,7.18
5.54,6.54,7.16,7.54,7.57
5.28,6.28,6.96,7.28,7.44
6.29,7.29,7.71,8.29,7.94
4.09,5.09,6.07,6.09,6.84
4.45,5.45,6.33,6.45,7.02
7.45,8.45,8.59,9.45,8.52
1.93,2.93,4.45,3.93,5.77
3.04,4.04,5.28,5.04,6.32
6.05,7.05,7.54,8.05,7.83
7.6,8.6,8.7,9.6,8.6
7.53,8.53,8.65,9.53,8.56
5.9,6.9,7.42,7.9,7.75
8.02,9.02,9.02,10,8.81
5.15,6.15,6.86,7.15,7.38
8.34,9.34,9.25,10,8.97
5.79,6.79,7.35,7.79,7.7
7.51,8.51,8.63,9.51,8.56
5.21,6.21,6.91,7.21,7.41
8.95,9.95,9.71,10,9.28
4.43,5.43,6.33,6.43,7.02
2.85,3.85,5.14,4.85,6.23
7.84,8.84,8.88,9.84,8.72
2.55,3.55,4.92,4.55,6.08
7.32,8.32,8.49,9.32,8.46
7.44,8.44,8.58,9.44,8.52
9.09,10,9.82,10,9.34
8.15,9.15,9.11,10,8.88
9.46,10,10,10,9.53
7.34,8.34,8.51,9.34,8.47
5.7,6.7,7.28,7.7,7.65
6.56,7.56,7.92,8.56,8.08
9.09,10,9.82,10,9.34
8.59,9.59,9.44,10,9.1
8.4,9.4,9.3,10,9
3.73,4.73,5.8,5.73,6.67
4.15,5.15,6.11,6.15,6.87
6.85,7.85,8.13,8.85,8.22
7.2,8.2,8.4,9.2,8.4
9.67,10,10,10,9.64
6.46,7.46,7.85,8.46,8.03
6.1,7.1,7.58,8.1,7.85
8.57,9.57,9.43,10,9.09
10,10,10,10,10
4.35,5.35,6.26,6.35,6.97
5.33,6.33,6.99,7.33,7.46
3.85,4.85,5.89,5.85,6.72
2.13,3.13,4.6,4.13,5.87
6.62,7.62,7.97,8.62,8.11
5.21,6.21,6.91,7.21,7.41
5.44,6.44,7.08,7.44,7.52
4.49,5.49,6.37,6.49,7.05
8.01,9.01,9.01,10,8.8
9.63,10,10,10,9.62
6.77,7.77,8.08,8.77,8.18
5.59,6.59,7.19,7.59,7.59
7.97,8.97,8.98,9.97,8.79
7.45,8.45,8.59,9.45,8.53
8.43,9.43,9.32,10,9.02
9.26,10,9.95,10,9.43
5.46,6.46,7.09,7.46,7.53
2.33,3.33,4.75,4.33,5.97
4.81,5.81,6.6,6.81,7.2
6.69,7.69,8.02,8.69,8.15
8.03,9.03,9.02,10,8.82
7.15,8.15,8.36,9.15,8.37
7.9,8.9,8.92,9.9,8.75
4.19,5.19,6.14,6.19,6.89
4.2,5.2,6.15,6.2,6.9
4.93,5.93,6.7,6.93,7.26
7.79,8.79,8.85,9.79,8.7
2.6,3.6,4.95,4.6,6.1
5.27,6.27,6.95,7.27,7.43
7.46,8.46,8.59,9.46,8.53
6.41,7.41,7.81,8.41,8.01
6.68,7.68,8.01,8.68,8.14
6.73,7.73,8.05,8.73,8.17
6.24,7.24,7.68,8.24,7.92
5.72,6.72,7.29,7.72,7.66
6.1,7.1,7.57,8.1,7.85
6.28,7.28,7.71,8.28,7.94
4.33,5.33,6.25,6.33,6.97
6.17,7.17,7.63,8.17,7.89
8.66,9.66,9.49,10,9.13
6.82,7.82,8.12,8.82,8.21
3.92,4.92,5.94,5.92,6.76
7.24,8.24,8.43,9.24,8.42
6.4,7.4,7.8,8.4,8
7.17,8.17,8.38,9.17,8.39
7.19,8.19,8.39,9.19,8.39
7.4,8.4,8.55,9.4,8.5
8.41,9.41,9.31,10,9
4.99,5.99,6.74,6.99,7.29
6.38,7.38,7.79,8.38,7.99
4.78,5.78,6.59,6.78,7.19
8.14,9.14,9.1,10,8.87
7.52,8.52,8.64,9.52,8.56
5.84,6.84,7.38,7.84,7.72
6.08,7.08,7.56,8.08,7.84
5.45,6.45,7.09,7.45,7.53
6.65,7.65,7.99,8.65,8.13
5.49,6.49,7.12,7.49,7.55
4.73,5.73,6.55,6.73,7.16
6.04,7.04,7.53,8.04,7.82
4.97,5.97,6.72,6.97,7.28
4.3,5.3,6.22,6.3,6.95
5.95,6.95,7.46,7.95,7.78
3.89,4.89,5.92,5.89,6.75
9.2,10,9.9,10,9.4
6.1,7.1,7.57,8.1,7.85
7.07,8.07,8.3,9.07,8.34
6.45,7.45,7.84,8.45,8.02
3.57,4.57,5.67,5.57,6.58
4.11,5.11,6.08,6.11,6.85
7.07,8.07,8.3,9.07,8.34
10,10,10,10,10
4.98,5.98,6.73,6.98,7.29
6.63,7.63,7.97,8.63,8.11
5.99,6.99,7.5,7.99,7.8
6.83,7.83,8.12,8.83,8.21
4.58,5.58,6.44,6.58,7.09
7.98,8.98,8.98,9.98,8.79
4.45,5.45,6.34,6.45,7.02
2.84,3.84,5.13,4.84,6.22
5.82,6.82,7.37,7.82,7.71
3.34,4.34,5.5,5.34,6.47
6.2,7.2,7.65,8.2,7.9
3.41,4.41,5.56,5.41,6.5
5.84,6.84,7.38,7.84,7.72
6.44,7.44,7.83,8.44,8.02
6.6,7.6,7.95,8.6,8.1
5.03,6.03,6.77,7.03,7.31
6.3,7.3,7.72,8.3,7.95
3.72,4.72,5.79,5.72,6.66
8.55,9.55,9.41,10,9.07
10,10,10,10,9.88
10,10,10,10,10
7.58,8.58,8.68,9.58,8.59
4.8,5.8,6.6,6.8,7.2
8.04,9.04,9.03,10,8.82
8.56,9.56,9.42,10,9.08
4.69,5.69,6.52,6.69,7.15
6.17,7.17,7.63,8.17,7.89
3.33,4.33,5.5,5.33,6.47
4.95,5.95,6.71,6.95,7.27
7.18,8.18,8.39,9.18,8.39
2.13,3.13,4.6,4.13,5.87
2.8,3.8,5.1,4.8,6.2
3.75,4.75,5.81,5.75,6.67
6.34,7.34,7.75,8.34,7.97
6.07,7.07,7.55,8.07,7.83
5,6,6.75,7,7.3
10,10,10,10,10
5.04,6.04,6.78,7.04,7.32
5.26,6.26,6.94,7.26,7.43
10,10,10,10,10
5.77,6.77,7.33,7.77,7.69
5.03,6.03,6.77,7.03,7.32
2.41,3.41,4.8,4.41,6
5.87,6.87,7.41,7.87,7.74
7.24,8.24,8.43,9.24,8.42
5.74,6.74,7.31,7.74,7.67
7.35,8.35,8.51,9.35,8.47
3.92,4.92,5.94,5.92,6.76
5.12,6.12,6.84,7.12,7.36
6.22,7.22,7.66,8.22,7.91
6.39,7.39,7.79,8.39,7.99
5.88,6.88,7.41,7.88,7.74
6.99,7.99,8.24,8.99,8.29
8.1,9.1,9.08,10,8.85
3.28,4.28,5.46,5.28,6.44
6.61,7.61,7.96,8.61,8.11
3.93,4.93,5.95,5.93,6.77
5.18,6.18,6.88,7.18,7.39
7.49,8.49,8.62,9.49,8.54
8.76,9.76,9.57,10,9.18
9.83,10,10,10,9.71
8.14,9.14,9.1,10,8.87
6.29,7.29,7.72,8.29,7.94
4.16,5.16,6.12,6.16,6.88
5.03,6.03,6.77,7.03,7.32
6.48,7.48,7.86,8.48,8.04
6.68,7.68,8.01,8.68,8.14
5.69,6.69,7.26,7.69,7.64
3.95,4.95,5.96,5.95,6.78
4.72,5.72,6.54,6.72,7.16
8.07,9.07,9.05,10,8.83
3.86,4.86,5.89,5.86,6.73
3.63,4.63,5.73,5.63,6.62
6.27,7.27,7.71,8.27,7.94
5.16,6.16,6.87,7.16,7.38
4.95,5.95,6.71,6.95,7.27
6.48,7.48,7.86,8.48,8.04
8.68,9.68,9.51,10,9.14
7.41,8.41,8.56,9.41,8.51
5.62,6.62,7.21,7.62,7.61
4.24,5.24,6.18,6.24,6.92
4.31,5.31,6.23,6.31,6.96
8.93,9.93,9.69,10,9.26
6.44,7.44,7.83,8.44,8.02
5.74,6.74,7.31,7.74,7.67
3.53,4.53,5.65,5.53,6.56
3.25,4.25,5.44,5.25,6.43
4.29,5.29,6.21,6.29,6.94
7.82,8.82,8.87,9.82,8.71
1.65,2.65,4.23,3.65,5.62
6.88,7.88,8.16,8.88,8.24
8.05,9.05,9.03,10,8.82
6.99,7.99,8.24,8.99,8.3
3.86,4.86,5.9,5.86,6.73
4.92,5.92,6.69,6.92,7.26
5.64,6.64,7.23,7.64,7.62
2,3,4.5,4,5.8
6.97,7.97,8.23,8.97,8.28
5.84,6.84,7.38,7.84,7.72
4.22,5.22,6.17,6.22,6.91
4.95,5.95,6.71,6.95,7.28
6.54,7.54,7.91,8.54,8.07
6.48,7.48,7.86,8.48,8.04
9.16,10,9.87,10,9.38
9.48,10,10,10,9.54
5.04,6.04,6.78,7.04,7.32
4.08,5.08,6.06,6.08,6.84
4.65,5.65,6.49,6.65,7.13
8.92,9.92,9.69,10,9.26
6.3,7.3,7.73,8.3,7.95
5.84,6.84,7.38,7.84,7.72
5.66,6.66,7.24,7.66,7.63
6.26,7.26,7.69,8.26,7.93
7.26,8.26,8.44,9.26,8.43
7.49,8.49,8.61,9.49,8.54
6.97,7.97,8.23,8.97,8.29
5.89,6.89,7.41,7.89,7.74
1.14,2.14,3.86,3.14,5.37
6.66,7.66,7.99,8.66,8.13
3.3,4.3,5.48,5.3,6.45
7.24,8.24,8.43,9.24,8.42
5.59,6.59,7.19,7.59,7.6
6.48,7.48,7.86,8.48,8.04
7.87,8.87,8.9,9.87,8.73
6.78,7.78,8.09,8.78,8.19
5.98,6.98,7.49,7.98,7.79
4.31,5.31,6.24,6.31,6.96
6.89,7.89,8.17,8.89,8.25
8.21,9.21,9.15,10,8.9
4.16,5.16,6.12,6.16,6.88
6.92,7.92,8.19,8.92,8.26
4.24,5.24,6.18,6.24,6.92
6.31,7.31,7.73,8.31,7.95
4.13,5.13,6.1,6.13,6.87
5.64,6.64,7.23,7.64,7.62
5.92,6.92,7.44,7.92,7.76
7.06,8.06,8.29,9.06,8.33
7.65,8.65,8.74,9.65,8.63
9.69,10,10,10,9.64
6.3,7.3,7.72,8.3,7.95
4.72,5.72,6.54,6.72,7.16
2.45,3.45,4.84,4.45,6.03
7.03,8.03,8.28,9.03,8.32
3.56,4.56,5.67,5.56,6.58
6.4,7.4,7.8,8.4,8
8.14,9.14,9.1,10,8.87
6.12,7.12,7.59,8.12,7.86
4.23,5.23,6.17,6.23,6.91
9.04,10,9.78,10,9.32
4.69,5.69,6.52,6.69,7.15
5.14,6.14,6.86,7.14,7.37
9.3,10,9.98,10,9.45
8.63,9.63,9.48,10,9.12
5.68,6.68,7.26,7.68,7.64
6.39,7.39,7.8,8.39,8
1.06,2.06,3.8,3.06,5.33
6.05,7.05,7.54,8.05,7.83
4.51,5.51,6.39,6.51,7.06
4.8,5.8,6.6,6.8,7.2
3.81,4.81,5.86,5.81,6.71
8.33,9.33,9.25,10,8.96
6.04,7.04,7.53,8.04,7.82
2.03,3.03,4.52,4.03,5.81
8.44,9.44,9.33,10,9.02
5.34,6.34,7,7.34,7.47
5.22,6.22,6.91,7.22,7.41
7.46,8.46,8.6,9.46,8.53
4.28,5.28,6.21,6.28,6.94
7.38,8.38,8.54,9.38,8.49
6.79,7.79,8.1,8.79,8.2
5.76,6.76,7.32,7.76,7.68
6.22,7.22,7.67,8.22,7.91
5.62,6.62,7.22,7.62,7.61
7.54,8.54,8.66,9.54,8.57
2.29,3.29,4.72,4.29,5.94
4.92,5.92,6.69,6.92,7.26
2.87,3.87,5.16,4.87,6.24
6.37,7.37,7.78,8.37,7.99
6.9,7.9,8.17,8.9,8.25
4.43,5.43,6.32,6.43,7.01
7.11,8.11,8.34,9.11,8.36
5.37,6.37,7.03,7.37,7.49
8.02,9.02,9.02,10,8.81
6.82,7.82,8.11,8.82,8.21
7.37,8.37,8.53,9.37,8.49
8.99,9.99,9.74,10,9.3
3.88,4.88,5.91,5.88,6.74
6.86,7.86,8.14,8.86,8.23
4.16,5.16,6.12,6.16,6.88
6.55,7.55,7.92,8.55,8.08
7.26,8.26,8.45,9.26,8.43
4.32,5.32,6.24,6.32,6.96
6.84,7.84,8.13,8.84,8.22
6.05,7.05,7.53,8.05,7.82
2.73,3.73,5.05,4.73,6.17
8.13,9.13,9.09,10,8.86
5.74,6.74,7.3,7.74,7.67
5.76,6.76,7.32,7.76,7.68
7.3,8.3,8.47,9.3,8.45
7.19,8.19,8.39,9.19,8.39
4.07,5.07,6.05,6.07,6.83
7.86,8.86,8.89,9.86,8.73
7.46,8.46,8.59,9.46,8.53
7.08,8.08,8.31,9.08,8.34
3.83,4.83,5.87,5.83,6.72
6.5,7.5,7.88,8.5,8.05
8.65,9.65,9.49,10,9.12
3.8,4.8,5.85,5.8,6.7
4.97,5.97,6.73,6.97,7.29
